,Gene.stable.ID,Gene.stable.ID.version,Transcript.stable.ID,Transcript.stable.ID.version,Exon.region.start..bp.,Exon.region.end..bp.,Exon.rank.in.transcript,cDNA.coding.start,cDNA.coding.end,CDS.start,CDS.end,Genomic.coding.start,Genomic.coding.end,Gene.name,Gene.start..bp.,Gene.end..bp.,Transcript.start..bp.,Transcript.end..bp.,Transcription.start.site..TSS.,Transcript.length..including.UTRs.and.CDS.,Strand,X5..UTR.start,X5..UTR.end,X3..UTR.start,X3..UTR.end,CDS.Length,Transcript.count
457,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176692126,176692318,6,3592,3784,2432,2624,176692126,176692318,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
458,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176695738,176695859,7,3785,3906,2625,2746,176695738,176695859,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
459,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176699100,176699589,8,3907,4396,2747,3236,176699100,176699589,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
460,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176702607,176702735,9,4397,4525,3237,3365,176702607,176702735,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
461,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176706359,176706450,10,4526,4617,3366,3457,176706359,176706450,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
462,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176709983,176710176,11,4618,4811,3458,3651,176709983,176710176,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
463,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176711835,176711981,12,4812,4958,3652,3798,176711835,176711981,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
464,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176739626,176739761,13,4959,5094,3799,3934,176739626,176739761,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
465,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176739980,176740196,14,5095,5311,3935,4151,176739980,176740196,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
466,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176765666,176765837,15,5312,5483,4152,4323,176765666,176765837,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
467,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176769607,176769784,16,5484,5661,4324,4501,176769607,176769784,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
468,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176770967,176771180,17,5662,5875,4502,4715,176770967,176771180,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
469,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176789809,176789977,18,5876,6044,4716,4884,176789809,176789977,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
470,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176791347,176791482,19,6045,6180,4885,5020,176791347,176791482,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
471,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176793560,176793669,20,6181,6290,5021,5130,176793560,176793669,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
472,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176800061,176800132,21,6291,6362,5131,5202,176800061,176800132,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
473,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176840173,176840271,22,6363,6461,5203,5301,176840173,176840271,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,NA,NA,5376,5
474,ENSG00000116183,ENSG00000116183.11,ENST00000367662,ENST00000367662.5,176842380,176845601,23,6462,6536,5302,5376,176842380,176842454,PAPPA2,176463171,176845601,176463175,176845601,176463175,9683,1,NA,NA,176842455,176845601,5376,5
475,ENSG00000147869,ENSG00000147869.5,ENST00000380911,ENST00000380911.4,14722166,14722733,1,62,568,1,507,14722166,14722672,CER1,14719724,14722733,14719724,14722733,14722733,1231,-1,14722673,14722733,NA,NA,804,1
476,ENSG00000147869,ENSG00000147869.5,ENST00000380911,ENST00000380911.4,14719724,14720386,2,569,865,508,804,14720090,14720386,CER1,14719724,14722733,14719724,14722733,14722733,1231,-1,NA,NA,14719724,14720089,804,1
477,ENSG00000125398,ENSG00000125398.8,ENST00000245479,ENST00000245479.3,72121020,72121822,1,373,803,1,431,72121392,72121822,SOX9,72121020,72126416,72121020,72126416,72121020,3931,1,72121020,72121391,NA,NA,1530,1
478,ENSG00000125398,ENSG00000125398.8,ENST00000245479,ENST00000245479.3,72122719,72122972,2,804,1057,432,685,72122719,72122972,SOX9,72121020,72126416,72121020,72126416,72121020,3931,1,NA,NA,NA,NA,1530,1
479,ENSG00000125398,ENSG00000125398.8,ENST00000245479,ENST00000245479.3,72123543,72126416,3,1058,1902,686,1530,72123543,72124387,SOX9,72121020,72126416,72121020,72126416,72121020,3931,1,NA,NA,72124388,72126416,1530,1
480,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43076314,43076567,1,176,254,1,79,43076489,43076567,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,43076314,43076488,NA,NA,3213,20
481,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43128977,43129264,2,255,542,80,367,43128977,43129264,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
482,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43129727,43129829,3,543,645,368,470,43129727,43129829,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
483,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43130230,43130420,4,646,836,471,661,43130230,43130420,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
484,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43130511,43130661,5,837,987,662,812,43130511,43130661,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
485,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43132016,43132164,6,988,1136,813,961,43132016,43132164,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
486,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43132421,43132687,7,1137,1403,962,1228,43132421,43132687,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
487,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43138849,43138982,8,1404,1537,1229,1362,43138849,43138982,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
488,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43139136,43139271,9,1538,1673,1363,1498,43139136,43139271,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
489,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43139406,43139525,10,1674,1793,1499,1618,43139406,43139525,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
490,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43141668,43141817,11,1794,1943,1619,1768,43141668,43141817,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
491,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43141931,43142081,12,1944,2094,1769,1919,43141931,43142081,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
492,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43142172,43142299,13,2095,2222,1920,2047,43142172,43142299,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
493,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43143417,43143620,14,2223,2426,2048,2251,43143417,43143620,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
494,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43144451,43144606,15,2427,2582,2252,2407,43144451,43144606,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
495,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43145200,43145432,16,2583,2815,2408,2640,43145200,43145432,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
496,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43146618,43146698,17,2816,2896,2641,2721,43146618,43146698,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
497,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43158817,43158968,18,2897,3048,2722,2873,43158817,43158968,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
498,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43159788,43159966,19,3049,3227,2874,3052,43159788,43159966,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,NA,NA,3213,20
499,ENSG00000112655,ENSG00000112655.16,ENST00000230419,ENST00000230419.9,43160721,43161715,20,3228,3388,3053,3213,43160721,43160881,PTK7,43076307,43161719,43076314,43161715,43076314,4222,1,NA,NA,43160882,43161715,3213,20
500,ENSG00000163273,ENSG00000163273.4,ENST00000409852,ENST00000409852.2,231926160,231926396,1,148,237,1,90,231926160,231926249,NPPC,231921809,231926396,231921809,231926396,231926396,1055,-1,231926250,231926396,NA,NA,381,2
501,ENSG00000163273,ENSG00000163273.4,ENST00000409852,ENST00000409852.2,231925405,231925715,2,238,528,91,381,231925425,231925715,NPPC,231921809,231926396,231921809,231926396,231926396,1055,-1,NA,NA,231925405,231925424,381,2
502,ENSG00000163273,ENSG00000163273.4,ENST00000409852,ENST00000409852.2,231921809,231922315,3,NA,NA,NA,NA,NA,NA,NPPC,231921809,231926396,231921809,231926396,231926396,1055,-1,NA,NA,231921809,231922315,381,2
503,ENSG00000159184,ENSG00000159184.8,ENST00000290295,ENST00000290295.8,48727993,48728750,1,158,758,1,601,48727993,48728593,HOXB13,48724763,48728750,48724763,48728750,48728750,3039,-1,48728594,48728750,NA,NA,855,1
504,ENSG00000159184,ENSG00000159184.8,ENST00000290295,ENST00000290295.8,48724763,48727043,2,759,1012,602,855,48726790,48727043,HOXB13,48724763,48728750,48724763,48728750,48728750,3039,-1,NA,NA,48724763,48726789,855,1
505,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40074192,40074541,2,581,633,1,53,40074489,40074541,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,40074192,40074488,NA,NA,1473,10
506,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40076871,40076938,3,634,701,54,121,40076871,40076938,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
507,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40077508,40077608,4,702,802,122,222,40077508,40077608,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
508,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40083835,40083982,5,803,950,223,370,40083835,40083982,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
509,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40084610,40084815,6,951,1156,371,576,40084610,40084815,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
510,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40086707,40086853,7,1157,1303,577,723,40086707,40086853,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
511,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40088242,40088500,8,1304,1562,724,982,40088242,40088500,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
512,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40089206,40089333,9,1563,1690,983,1110,40089206,40089333,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,NA,NA,1473,10
513,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40062810,40063092,1,NA,NA,NA,NA,NA,NA,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,40062810,40063092,NA,NA,1473,10
514,ENSG00000126351,ENSG00000126351.13,ENST00000264637,ENST00000264637.8,40093020,40093867,10,1691,2053,1111,1473,40093020,40093382,THRA,40058290,40093867,40062810,40093867,40062810,2538,1,NA,NA,40093383,40093867,1473,10
515,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86756601,86756919,1,NA,NA,NA,NA,NA,NA,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,86756601,86756919,NA,NA,1599,5
516,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86838865,86838979,2,NA,NA,NA,NA,NA,NA,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,86838865,86838979,NA,NA,1599,5
517,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86875867,86876085,3,587,653,1,67,86876019,86876085,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,86875867,86876018,NA,NA,1599,5
518,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86890062,86890224,4,654,816,68,230,86890062,86890224,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
519,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86892127,86892229,5,817,919,231,333,86892127,86892229,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
520,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86899794,86899890,6,920,1016,334,430,86899794,86899890,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
521,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86900027,86900126,7,1017,1116,431,530,86900027,86900126,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
522,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86912240,86912384,8,1117,1261,531,675,86912240,86912384,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
523,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86917134,86917326,9,1262,1454,676,868,86917134,86917326,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
524,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86919172,86919469,10,1455,1752,869,1166,86919172,86919469,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
525,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86921520,86921695,11,1753,1928,1167,1342,86921520,86921695,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
526,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86923376,86923506,12,1929,2059,1343,1473,86923376,86923506,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,NA,NA,1599,5
527,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86923594,86924641,13,2060,2185,1474,1599,86923594,86923719,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,86923720,86924641,1599,5
528,ENSG00000107779,ENSG00000107779.14,ENST00000638429,ENST00000638429.1,86930301,86932825,14,NA,NA,NA,NA,NA,NA,BMPR1A,86756601,86932825,86756601,86932825,86756601,5632,1,NA,NA,86930301,86932825,1599,5
529,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151786603,151786715,2,130,224,1,95,151786621,151786715,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,151786603,151786620,NA,NA,171,78
530,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151795479,151795575,8,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151795479,151795575,171,78
531,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151797227,151797428,9,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151797227,151797428,171,78
532,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151799212,151799313,10,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151799212,151799313,171,78
533,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151799889,151800000,11,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151799889,151800000,171,78
534,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151800218,151800346,12,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151800218,151800346,171,78
535,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151800760,151800869,13,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151800760,151800869,171,78
536,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151803885,151812785,14,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151803885,151812785,171,78
537,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151771930,151772040,1,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,151771930,151772040,NA,NA,171,78
538,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151786868,151786985,3,225,300,96,171,151786868,151786943,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151786944,151786985,171,78
539,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151787765,151787794,4,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151787765,151787794,171,78
540,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151790323,151790404,5,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151790323,151790404,171,78
541,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151790889,151791062,6,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151790889,151791062,171,78
542,ENSG00000145907,ENSG00000145907.16,ENST00000676644,ENST00000676644.1,151794159,151794249,7,NA,NA,NA,NA,NA,NA,G3BP1,151771045,151812911,151771930,151812785,151771930,10372,1,NA,NA,151794159,151794249,171,78
543,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166166592,166166856,3,676,940,207,471,166166592,166166856,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,NA,NA,1308,4
544,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166165706,166165840,4,941,1075,472,606,166165706,166165840,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,NA,NA,1308,4
545,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166164800,166164861,5,1076,1137,607,668,166164800,166164861,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,NA,NA,1308,4
546,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166164605,166164666,6,1138,1199,669,730,166164605,166164666,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,NA,NA,1308,4
547,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166160837,166160966,8,1374,1503,905,1034,166160837,166160966,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,NA,NA,1308,4
548,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166157656,166158588,9,1504,1777,1035,1308,166158315,166158588,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,166157656,166158314,1308,4
549,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166168328,166168619,1,NA,NA,NA,NA,NA,NA,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,166168328,166168619,NA,NA,1308,4
550,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166167386,166167768,2,470,675,1,206,166167386,166167591,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,166167592,166167768,NA,NA,1308,4
551,ENSG00000164458,ENSG00000164458.10,ENST00000296946,ENST00000296946.6,166162447,166162620,7,1200,1373,731,904,166162447,166162620,TBXT,166157656,166168700,166157656,166168619,166168619,2436,-1,NA,NA,NA,NA,1308,4
552,ENSG00000125813,ENSG00000125813.15,ENST00000613128,ENST00000613128.5,21706438,21707067,2,336,965,287,916,21706438,21707067,PAX1,21705659,21718481,21705664,21718481,21705664,5342,1,NA,NA,NA,NA,1374,4
553,ENSG00000125813,ENSG00000125813.15,ENST00000613128,ENST00000613128.5,21708558,21708700,3,966,1108,917,1059,21708558,21708700,PAX1,21705659,21718481,21705664,21718481,21705664,5342,1,NA,NA,NA,NA,1374,4
554,ENSG00000125813,ENSG00000125813.15,ENST00000613128,ENST00000613128.5,21709222,21709444,4,1109,1331,1060,1282,21709222,21709444,PAX1,21705659,21718481,21705664,21718481,21705664,5342,1,NA,NA,NA,NA,1374,4
555,ENSG00000125813,ENSG00000125813.15,ENST00000613128,ENST00000613128.5,21705664,21705998,1,50,335,1,286,21705713,21705998,PAX1,21705659,21718481,21705664,21718481,21705664,5342,1,21705664,21705712,NA,NA,1374,4
556,ENSG00000125813,ENSG00000125813.15,ENST00000613128,ENST00000613128.5,21714471,21718481,5,1332,1423,1283,1374,21714471,21714562,PAX1,21705659,21718481,21705664,21718481,21705664,5342,1,NA,NA,21714563,21718481,1374,4
557,ENSG00000179111,ENSG00000179111.9,ENST00000577735,ENST00000577735.1,8123031,8123126,3,237,332,19,114,8123031,8123126,HES7,8120592,8124106,8121804,8124092,8124092,654,-1,NA,NA,NA,NA,436,3
558,ENSG00000179111,ENSG00000179111.9,ENST00000577735,ENST00000577735.1,8122343,8122430,4,333,420,115,202,8122343,8122430,HES7,8120592,8124106,8121804,8124092,8124092,654,-1,NA,NA,NA,NA,436,3
559,ENSG00000179111,ENSG00000179111.9,ENST00000577735,ENST00000577735.1,8124043,8124092,1,NA,NA,NA,NA,NA,NA,HES7,8120592,8124106,8121804,8124092,8124092,654,-1,8124043,8124092,NA,NA,436,3
560,ENSG00000179111,ENSG00000179111.9,ENST00000577735,ENST00000577735.1,8123320,8123505,2,219,236,1,18,8123320,8123337,HES7,8120592,8124106,8121804,8124092,8124092,654,-1,8123338,8123505,NA,NA,436,3
561,ENSG00000179111,ENSG00000179111.9,ENST00000577735,ENST00000577735.1,8121804,8122037,5,421,654,203,436,8121804,8122037,HES7,8120592,8124106,8121804,8124092,8124092,654,-1,NA,NA,NA,NA,436,3
562,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222298531,222298981,1,367,451,1,85,222298531,222298615,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,222298616,222298981,NA,NA,1518,15
563,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222296978,222297213,2,452,687,86,321,222296978,222297213,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
564,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222295528,222295657,3,688,817,322,451,222295528,222295657,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
565,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222294167,222294301,4,818,952,452,586,222294167,222294301,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
566,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222232078,222232283,5,953,1158,587,792,222232078,222232283,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
567,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222221222,222221387,6,1159,1324,793,958,222221222,222221387,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
568,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222220140,222220354,7,1325,1539,959,1173,222220140,222220354,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
569,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222201944,222202190,8,1540,1786,1174,1420,222201944,222202190,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
570,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222201412,222201442,9,1787,1817,1421,1451,222201412,222201442,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,NA,NA,1518,15
571,ENSG00000135903,ENSG00000135903.20,ENST00000392069,ENST00000392069.6,222199888,222201240,10,1818,1884,1452,1518,222201174,222201240,PAX3,222199887,222298998,222199888,222298981,222298981,3170,-1,NA,NA,222199888,222201173,1518,15
572,ENSG00000187837,ENSG00000187837.4,ENST00000343677,ENST00000343677.4,26055740,26056470,1,43,684,1,642,26055787,26056428,H1-2,26055740,26056470,26055740,26056470,26056470,731,-1,26056429,26056470,26055740,26055786,642,1
573,ENSG00000168298,ENSG00000168298.7,ENST00000304218,ENST00000304218.6,26156329,26157115,1,63,722,1,660,26156391,26157050,H1-4,26156329,26157115,26156329,26157115,26156329,787,1,26156329,26156390,26157051,26157115,660,1
